Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category,Rule
63610,7679c3f9,GitHub,19dd7fd6,data/19dd7fd6/other/7679c3f9.md,32,32,T,F,86,119,F,F,,,,,3.44,33,F,F,F,Other,Firebase Domain
63611,896c2d66,GitHub,19dd7fd6,data/19dd7fd6/other/896c2d66.md,55,55,T,F,164,171,F,F,,,,,0.46,7,F,F,F,Info,IPv4
63612,945dd36d,GitHub,19dd7fd6,data/19dd7fd6/other/945dd36d.md,387,387,T,F,73,83,F,F,,,,,2.99,10,F,F,F,Password,Password
63613,cd9ea1a3,GitHub,19dd7fd6,data/19dd7fd6/other/cd9ea1a3.md,231,231,T,F,52,62,F,F,,,,,2.99,10,F,F,F,Password,Password
63614,cd9ea1a3,GitHub,19dd7fd6,data/19dd7fd6/other/cd9ea1a3.md,236,236,T,F,9,180,F,F,,,,,5.45,171,F,F,F,Generic Token,Token
63615,945dd36d,GitHub,19dd7fd6,data/19dd7fd6/other/945dd36d.md,420,420,T,F,17,253,F,F,,,,,5.42,236,F,F,F,Generic Token,Token
63616,945dd36d,GitHub,19dd7fd6,data/19dd7fd6/other/945dd36d.md,433,433,T,F,10,181,F,F,,,,,5.28,171,F,F,F,Generic Token,Token
63617,945dd36d,GitHub,19dd7fd6,data/19dd7fd6/other/945dd36d.md,434,434,T,F,17,253,F,F,,,,,5.46,236,F,F,F,Generic Token,Token
63618,cd9ea1a3,GitHub,19dd7fd6,data/19dd7fd6/other/cd9ea1a3.md,246,246,T,F,15,186,F,F,,,,,5.45,171,F,F,F,Generic Token,Token
63619,cd9ea1a3,GitHub,19dd7fd6,data/19dd7fd6/other/cd9ea1a3.md,204,204,T,F,53,63,F,F,,,,,2.99,10,F,F,F,Password,Password
63620,c5f31490,GitHub,19dd7fd6,data/19dd7fd6/src/c5f31490.json,607,607,F,F,14,38,F,F,,,,,4.33,24,F,F,F,Other,Atlassian Old PAT token
63621,c5f31490,GitHub,19dd7fd6,data/19dd7fd6/src/c5f31490.json,97,97,F,F,14,38,F,F,,,,,4.50,24,F,F,F,Other,Atlassian Old PAT token
63622,c5f31490,GitHub,19dd7fd6,data/19dd7fd6/src/c5f31490.json,462,462,F,F,14,38,F,F,,,,,3.11,24,F,F,F,Other,Atlassian Old PAT token
63623,c5f31490,GitHub,19dd7fd6,data/19dd7fd6/src/c5f31490.json,686,686,F,F,14,38,F,F,,,,,4.42,24,F,F,F,Other,Atlassian Old PAT token
63624,7ef21930,GitHub,19dd7fd6,data/19dd7fd6/other/7ef21930.md,25,25,T,F,24,55,F,F,,,,,3.18,31,F,F,F,Generic Secret,API
63625,15bb176b,GitHub,19dd7fd6,data/19dd7fd6/other/15bb176b.md,52,52,F,F,34,76,F,F,,,,,3.18,42,F,F,F,Generic Secret,Key
63626,15bb176b,GitHub,19dd7fd6,data/19dd7fd6/other/15bb176b.md,58,58,F,F,57,124,F,F,,,,,4.82,67,F,F,F,Other,Certificate
63627,624c0fde,GitHub,19dd7fd6,data/19dd7fd6/other/624c0fde.md,240,240,T,F,47,70,F,F,,,,,3.55,23,F,F,F,Generic Secret,API
63628,1f7e907b,GitHub,19dd7fd6,data/19dd7fd6/other/1f7e907b.md,46,46,T,F,122,138,F,F,,,,,3.62,16,F,F,F,Generic Secret,Key
63629,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,145,145,T,F,18,37,F,F,,,,,2.87,19,F,F,F,Generic Secret,API
63630,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,147,147,T,F,21,41,F,F,,,,,3.19,20,F,F,F,Generic Secret,API
63631,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,156,156,T,F,41,49,F,F,,,,,3.00,8,F,F,F,Generic Secret,Key
63632,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,158,158,T,F,48,56,F,F,,,,,3.00,8,F,F,F,Generic Secret,Key
63633,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,160,160,T,F,45,53,F,F,,,,,3.00,8,F,F,F,Generic Secret,Key
63634,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,164,164,T,F,61,145,F,F,,,,,3.89,84,F,F,F,Generic Secret,Key
63635,326daf66,GitHub,19dd7fd6,data/19dd7fd6/other/326daf66.md,191,191,T,F,66,74,F,F,,,,,3.00,8,F,F,F,Generic Secret,Key
63636,3839dd5b,GitHub,19dd7fd6,data/19dd7fd6/other/3839dd5b.md,122,122,F,F,125,129,F,F,,,,,1.00,4,F,F,F,Generic Secret,Key
63637,3b221516,GitHub,19dd7fd6,data/19dd7fd6/other/3b221516.md,121,121,F,F,130,134,F,F,,,,,1.00,4,F,F,F,Generic Secret,Key
63638,3d5aa482,GitHub,19dd7fd6,data/19dd7fd6/other/3d5aa482.md,640,640,T,F,14,22,F,F,,,,,2.00,8,F,F,F,Password,Password
63639,3d5aa482,GitHub,19dd7fd6,data/19dd7fd6/other/3d5aa482.md,709,709,T,F,104,112,F,F,,,,,2.00,8,F,F,F,Password,Password
63640,3d5aa482,GitHub,19dd7fd6,data/19dd7fd6/other/3d5aa482.md,711,711,T,F,80,88,F,F,,,,,2.00,8,F,F,F,Password,Password
63641,3f582660,GitHub,19dd7fd6,data/19dd7fd6/other/3f582660.md,30,30,T,F,119,135,F,F,,,,,3.00,16,F,F,F,Generic Secret,Key
63642,3f9eef51,GitHub,19dd7fd6,data/19dd7fd6/other/3f9eef51.md,25,25,F,F,30,61,F,F,,,,,3.30,31,F,F,F,Password,Password
63643,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,231,231,T,F,30,44,F,F,,,,,3.09,14,F,F,F,Generic Token,Token
63644,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,244,244,T,F,19,44,F,F,,,,,3.35,25,F,F,F,Generic Secret,API
63645,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,253,253,T,F,97,129,F,F,,,,,3.48,32,F,F,F,Generic Secret,Key
63646,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,254,254,T,F,19,43,F,F,,,,,3.03,24,F,F,F,Generic Secret,API
63647,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,263,263,T,F,49,80,F,F,,,,,3.65,31,F,F,F,Generic Secret,Key
63648,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,264,264,T,F,19,46,F,F,,,,,3.34,27,F,F,F,Generic Secret,API
63649,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,274,274,T,F,19,52,F,F,,,,,3.35,33,F,F,F,Generic Secret,API
63650,43120355,GitHub,19dd7fd6,data/19dd7fd6/other/43120355.md,271,271,T,F,98,130,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63651,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,303,303,T,F,19,47,F,F,,,,,3.06,28,F,F,F,Generic Secret,API
63652,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,312,312,F,F,58,90,F,F,,,,,3.78,32,F,F,F,Generic Secret,Key
63653,4f9e13ec,GitHub,19dd7fd6,data/19dd7fd6/other/4f9e13ec.md,108,108,F,F,59,63,F,F,,,,,2.00,4,F,F,F,Authentication Credentials,Auth
63654,60ea2283,GitHub,19dd7fd6,data/19dd7fd6/other/60ea2283.md,186,186,T,F,32,64,F,F,,,,,3.78,32,F,F,F,Generic Secret,API
63655,61215b1f,GitHub,19dd7fd6,data/19dd7fd6/other/61215b1f.md,26,26,T,F,35,91,F,F,,,,,3.48,56,F,F,F,Generic Secret,API
63656,61215b1f,GitHub,19dd7fd6,data/19dd7fd6/other/61215b1f.md,30,30,T,F,38,61,F,F,,,,,3.38,23,F,F,F,Generic Secret,API
63657,7bddcdd5,GitHub,19dd7fd6,data/19dd7fd6/other/7bddcdd5.md,393,393,F,F,16,21,F,F,,,,,0.93,5,F,F,F,Authentication Credentials,Auth
63658,672845b6,GitHub,19dd7fd6,data/19dd7fd6/other/672845b6.md,7,7,F,F,96,104,F,F,,,,,2.75,8,F,F,F,Generic Secret,API
63659,672845b6,GitHub,19dd7fd6,data/19dd7fd6/other/672845b6.md,72,72,T,F,75,107,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63660,78b24903,GitHub,19dd7fd6,data/19dd7fd6/other/78b24903.md,54,54,T,F,120,136,F,F,,,,,3.62,16,F,F,F,Generic Secret,Key
63661,8a6b11a7,GitHub,19dd7fd6,data/19dd7fd6/other/8a6b11a7.md,177,177,T,F,23,38,F,F,,,,,3.12,15,F,F,F,Generic Secret,API
63662,8a6b11a7,GitHub,19dd7fd6,data/19dd7fd6/other/8a6b11a7.md,178,178,T,F,21,38,F,F,,,,,2.85,17,F,F,F,Generic Secret,API
63663,90d25972,GitHub,19dd7fd6,data/19dd7fd6/other/90d25972.md,148,148,F,F,259,264,F,F,,,,,0.93,5,F,F,F,Generic Secret,API
63664,90d25972,GitHub,19dd7fd6,data/19dd7fd6/other/90d25972.md,308,308,T,F,320,352,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63665,9876e62f,GitHub,19dd7fd6,data/19dd7fd6/other/9876e62f.md,140,140,F,F,80,85,F,F,,,,,1.39,5,F,F,F,Generic Secret,Key
63666,9b420b21,GitHub,19dd7fd6,data/19dd7fd6/other/9b420b21.md,3,3,T,F,19,36,F,F,,,,,2.85,17,F,F,F,Generic Secret,API
63667,9b420b21,GitHub,19dd7fd6,data/19dd7fd6/other/9b420b21.md,67,67,T,F,72,88,F,F,,,,,2.95,16,F,F,F,Generic Secret,API
63668,9eada74a,GitHub,19dd7fd6,data/19dd7fd6/other/9eada74a.md,125,125,T,F,75,107,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63669,a68472a8,GitHub,19dd7fd6,data/19dd7fd6/other/a68472a8.md,54,54,T,F,123,139,F,F,,,,,3.00,16,F,F,F,Generic Secret,Key
63670,af73173d,GitHub,19dd7fd6,data/19dd7fd6/other/af73173d.md,22,22,F,F,42,105,F,F,,,,,4.66,63,F,F,F,Generic Secret,API
63671,b5333cb1,GitHub,19dd7fd6,data/19dd7fd6/other/b5333cb1.md,288,288,T,F,277,309,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63672,c04ab2aa,GitHub,19dd7fd6,data/19dd7fd6/other/c04ab2aa.md,69,69,F,F,23,49,F,F,,,,,3.49,26,F,F,F,Other,Certificate
63673,c1d58242,GitHub,19dd7fd6,data/19dd7fd6/other/c1d58242.md,583,583,F,F,36,40,F,F,,,,,1.00,4,F,F,F,Authentication Credentials,Auth
63674,c1d58242,GitHub,19dd7fd6,data/19dd7fd6/other/c1d58242.md,621,621,F,F,82,86,F,F,,,,,1.00,4,F,F,F,Other,Certificate
63675,c25cc502,GitHub,19dd7fd6,data/19dd7fd6/other/c25cc502.md,113,113,F,F,38,42,F,F,,,,,1.00,4,F,F,F,Authentication Credentials,Auth
63676,c25cc502,GitHub,19dd7fd6,data/19dd7fd6/other/c25cc502.md,116,116,F,F,64,68,F,F,,,,,1.00,4,F,F,F,Authentication Credentials,Auth
63677,c3f4e6e1,GitHub,19dd7fd6,data/19dd7fd6/other/c3f4e6e1.md,171,171,F,F,21,25,F,F,,,,,2.00,4,F,F,F,Password,Password
63678,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,23,23,F,F,167,173,F,F,,,,,0.00,6,F,F,F,Generic Secret,API
63679,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,105,105,T,F,89,121,F,F,,,,,3.31,32,F,F,F,Generic Secret,Key
63680,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,107,107,T,F,53,85,F,F,,,,,3.78,32,F,F,F,Generic Secret,Key
63681,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,108,108,T,F,44,52,F,F,,,,,2.41,8,F,F,F,Generic Secret,Key
63682,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,121,121,T,F,90,122,F,F,,,,,3.78,32,F,F,F,Generic Secret,Key
63683,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,122,122,T,F,77,109,F,F,,,,,3.78,32,F,F,F,Generic Secret,Key
63684,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,195,195,T,F,138,170,F,F,,,,,3.78,32,F,F,F,Generic Secret,Key
63685,daee48b4,GitHub,19dd7fd6,data/19dd7fd6/other/daee48b4.md,27,27,T,F,43,106,F,F,,,,,4.66,63,F,F,F,Generic Secret,API
63686,e28308ce,GitHub,19dd7fd6,data/19dd7fd6/other/e28308ce.md,13,13,T,F,52,57,F,F,,,,,2.15,6,F,F,F,Password,Password
63687,e3111a46,GitHub,19dd7fd6,data/19dd7fd6/other/e3111a46.md,145,145,T,F,72,86,F,F,,,,,3.09,14,F,F,F,Generic Token,Token
63688,e3ed2d46,GitHub,19dd7fd6,data/19dd7fd6/other/e3ed2d46.md,101,101,T,F,61,145,F,F,,,,,3.89,84,F,F,F,Generic Secret,Key
63689,e3ed2d46,GitHub,19dd7fd6,data/19dd7fd6/other/e3ed2d46.md,129,129,T,F,61,145,F,F,,,,,3.89,84,F,F,F,Generic Secret,Key
63690,ec7e07dc,GitHub,19dd7fd6,data/19dd7fd6/other/ec7e07dc.MD,31,31,F,F,38,50,F,F,,,,,3.08,12,F,F,F,Authentication Credentials,Auth
63691,ec7e07dc,GitHub,19dd7fd6,data/19dd7fd6/other/ec7e07dc.MD,46,46,F,F,28,32,F,F,,,,,2.00,4,F,F,F,Generic Secret,API
63692,fbb913cb,GitHub,19dd7fd6,data/19dd7fd6/other/fbb913cb.md,45,45,T,F,110,126,F,F,,,,,3.62,16,F,F,F,Generic Secret,Key
63693,c3d7d08a,GitHub,19dd7fd6,data/19dd7fd6/src/c3d7d08a.json,236,236,F,F,8,19,F,F,,,,,2.47,11,F,F,F,Generic Secret,Key
63694,c3d7d08a,GitHub,19dd7fd6,data/19dd7fd6/src/c3d7d08a.json,256,256,F,F,8,18,F,F,,,,,2.66,10,F,F,F,Generic Secret,Key
109411,43120355,GitHub,19dd7fd6,data/19dd7fd6/other/43120355.md,138,138,T,F,76,140,F,F,,,,,3.7770178,,F,F,F,Generic Token,Token
109412,43120355,GitHub,19dd7fd6,data/19dd7fd6/other/43120355.md,251,251,T,F,177,209,F,F,,,,,4.60141,,F,F,F,Generic Token,Token
109414,945dd36d,GitHub,19dd7fd6,data/19dd7fd6/other/945dd36d.md,419,419,T,F,9,180,F,F,,,,,5.563672,,F,F,F,Other,JSON Web Token
109418,c573aa5c,GitHub,19dd7fd6,data/19dd7fd6/other/c573aa5c.md,104,104,F,F,99,142,F,F,,,,,4.8795257,,F,F,F,Generic Token,Token
109420,29279b5a,GitHub,19dd7fd6,data/19dd7fd6/src/29279b5a.psd,22434,22434,F,F,90,122,F,F,,,,,3.6841838,,F,F,F,Other,AWS Multi
109421,29279b5a,GitHub,19dd7fd6,data/19dd7fd6/src/29279b5a.psd,24147,24147,F,F,90,122,F,F,,,,,3.9750705,,F,F,F,Other,Github Classic Token
109422,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,48739,48739,F,F,90,122,F,F,,,,,3.7841837,,F,F,F,Other,AWS Multi
109423,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,75779,75779,F,F,90,122,F,F,,,,,2.2609642,,F,F,F,Other,AWS Multi
109424,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,75832,75832,F,F,90,122,F,F,,,,,1.9709506,,F,F,F,Other,AWS Multi
109425,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,75903,75903,F,F,90,122,F,F,,,,,1.5588719,,F,F,F,Other,AWS Multi
109426,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,76553,76553,F,F,90,122,F,F,,,,,3.008695,,F,F,F,Other,AWS Multi
109427,7a5df8d8,GitHub,19dd7fd6,data/19dd7fd6/src/7a5df8d8.psd,76574,76574,T,F,90,122,F,F,,,,,3.308695,,F,F,F,Other,AWS Multi
